INDIGO;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;Id;Fecha_orden;Tipo Prioridad;Categoria;Subcategoria;Producto;Cantidad;Ventas;Margen;Descuento;Utilidad;Precio_venta;Precio_costo;Costo_envio;Modo_envio;Nombre_cliente;Pais;Prov. / Depto.;Segmento;Empaque;Fecha_envio;Canal de Venta
;802;4/1/2011;4;3;Maquinas de oficina;AT&T Black Trimline Phone, Model 210;2; 35,53 ;55%;9%; 32,69 ; 74,07 ; 15,99 ; 9,40 ;1;Kean Nguyen;4;1;2;6;4/1/2011;2
;805;4/7/2011;2;2;Mobiliario;DAX Value U-Channel Document Frames, Easel Back;39; 10,80 ;54%;2%; 219,11 ; 418,65 ; 4,97 ; 5,71 ;1;Toby Swindell;3;115;1;3;6/7/2011;1
;807;23/11/2010;5;1;Papel;Xerox 1980;45; 7,78 ;45%;1%; 154,08 ; 352,86 ; 4,28 ; 6,18 ;1;Neola Schneider;1;92;3;6;24/11/2010;3
;807;23/11/2010;5;1;Ligas;Advantus Map Pennant Flags and Round Head Tacks;32; 6,27 ;37%;4%; 66,21 ; 194,61 ; 3,95 ; 2,00 ;1;Neola Schneider;1;90;3;5;24/11/2010;2
;832;18/4/2012;1;1;Papel;Xerox 1976;7; 10,80 ;40%;2%; 28,73 ; 79,99 ; 6,48 ; 5,90 ;1;Alice McCarthy;2;25;2;6;22/4/2012;1
;833;12/2/2009;5;1;Carpetas;GBC ProClick Spines for 32-Hole Punch;1; 24,10 ;48%;3%; 10,84 ; 30,54 ; 12,53 ; 7,17 ;1;Olvera Toch;4;17;3;6;13/2/2009;3
;834;22/5/2009;5;3;Maquinas de oficina;Hewlett-Packard Deskjet 5550 Color Inkjet Printer;15; 241,65 ;52%;1%; 1.848,59 ; 3.644,58 ; 115,99 ; 56,14 ;2;Eugene Moren;2;32;3;7;23/5/2009;1
;835;7/10/2011;2;1;Papel;Xerox 23;18; 11,37 ;43%;2%; 83,90 ; 205,68 ; 6,48 ; 5,14 ;1;Duane Huffman;4;17;1;6;8/10/2011;1
;837;14/6/2009;2;1;Boligrafos;Avery Hi-Liter Smear-Safe Highlighters;11; 9,57 ;39%;1%; 40,02 ; 105,09 ; 5,84 ; 0,83 ;1;Sean O'Donnell;4;15;2;5;16/6/2009;3
;868;8/6/2012;2;1;Accesorios;Holmes HEPA Air Purifier;32; 46,34 ;53%;0%; 785,93 ; 1.488,83 ; 21,78 ; 5,94 ;1;Carlos Daly;1;98;3;3;9/6/2012;1
;868;8/6/2012;2;3;Perifericos;DS/HD IBM Formatted Diskettes, 200/Pack - Staples;31; 88,85 ;46%;4%; 1.156,85 ; 2.647,84 ; 47,98 ; 3,61 ;1;Carlos Daly;1;85;3;2;10/6/2012;3
;870;19/6/2010;2;1;Accesorios;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;23; 129,04 ;45%;4%; 1.216,81 ; 2.852,62 ; 70,97 ; 3,50 ;1;Valerie Dominguez;3;118;2;6;19/6/2010;2
;871;14/11/2011;1;2;Mobiliario;Eldon Expressions Mahogany Wood Desk Collection;17; 9,60 ;35%;6%; 47,33 ; 158,63 ; 6,24 ; 5,22 ;1;David Kendrick;6;134;3;6;14/11/2011;1
;896;8/3/2010;4;1;Carpetas;GBC Standard Therm-A-Bind Covers;50; 49,84 ;50%;1%; 1.221,08 ; 2.480,06 ; 24,92 ; 12,98 ;1;Edward Nazzal;4;9;3;6;8/3/2010;1
;898;2/6/2010;3;3;Perifericos;Logitech Access Keyboard;40; 26,20 ;39%;3%; 377,23 ; 1.022,93 ; 15,98 ; 6,50 ;1;Sanjit Jacobs;5;44;4;6;4/6/2010;4
;898;2/6/2010;3;2;Mesas;Hon 94000 Series Round Tables;26; 493,63 ;40%;4%; 4.620,41 ; 12.375,21 ; 296,18 ; 54,12 ;2;Sanjit Jacobs;5;40;4;4;2/6/2010;4
;900;30/9/2009;2;1;Carpetas;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";29; 78,81 ;48%;7%; 937,02 ; 2.128,43 ; 40,98 ; 2,99 ;1;Karen Carlisle;7;51;3;6;1/10/2009;2
;902;26/7/2009;2;1;Accesorios;Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection;10; 406,82 ;49%;9%; 1.627,29 ; 3.703,08 ; 207,48 ; 0,99 ;1;Meg O'Connel;3;109;2;6;29/7/2009;2
;928;1/3/2011;1;1;Accesorios;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;21; 92,28 ;35%;6%; 561,97 ; 1.825,54 ; 59,98 ; 3,99 ;3;Anthony O'Donnell;2;32;4;6;6/3/2011;2
;928;1/3/2011;1;2;Mobiliario;DAX Clear Channel Poster Frame;26; 23,52 ;38%;2%; 220,11 ; 606,59 ; 14,58 ; 7,40 ;3;Anthony O'Donnell;2;32;4;6;3/3/2011;4
;929;1/10/2012;3;3;Perifericos;Micro Innovations 104 Keyboard;21; 23,34 ;53%;4%; 240,17 ; 477,04 ; 10,97 ; 6,50 ;1;Luke Foster;6;122;2;6;4/10/2012;3
;929;1/10/2012;3;1;Tijeras;Kleencut Forged Office Shears by Acme United Corporation;39; 3,78 ;45%;4%; 60,47 ; 144,15 ; 2,08 ; 2,56 ;1;Luke Foster;6;129;2;2;3/10/2012;4
;930;16/12/2009;4;2;Mobiliario;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;22; 71,24 ;42%;3%; 611,25 ; 1.578,95 ; 41,32 ; 58,66 ;3;Phillina Ober;7;72;1;3;17/12/2009;2
;930;16/12/2009;4;1;Papel;Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11;11; 14,33 ;52%;0%; 81,99 ; 159,67 ; 6,88 ; 2,00 ;1;Phillina Ober;7;79;1;5;16/12/2009;3
;933;4/8/2012;2;1;Carpetas;"Wilson Jones 1"" Hanging DublLock Ring Binders";15; 8,66 ;39%;2%; 48,04 ; 130,23 ; 5,28 ; 2,99 ;1;Claudia Miner;1;98;1;6;4/8/2012;2
;960;20/9/2009;5;2;Mobiliario;DAX Wood Document Frame.;46; 29,85 ;54%;7%; 645,31 ; 1.283,74 ; 13,73 ; 6,85 ;1;Jim Kriz;4;19;4;5;21/9/2009;4
;962;5/5/2009;1;1;Carpetas;GBC Therma-A-Bind 250T Electric Binding System;33; 245,98 ;50%;6%; 3.571,63 ; 7.650,29 ; 122,99 ; 19,99 ;1;Mike Vittorini;2;24;1;6;7/5/2009;3
;962;5/5/2009;1;1;Accesorios;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;47; 109,22 ;37%;8%; 1.488,70 ; 4.782,77 ; 68,81 ; 60,00 ;2;Mike Vittorini;2;30;1;7;7/5/2009;3
;964;19/5/2011;5;1;Boligrafos;Peel-Off China Markers;4; 17,12 ;42%;2%; 27,39 ; 68,20 ; 9,93 ; 1,09 ;1;Stefania Perrino;7;51;2;5;21/5/2011;3
;964;19/5/2011;5;1;Carpetas;Avery Hanging File Binders;50; 11,73 ;49%;2%; 275,55 ; 576,04 ; 5,98 ; 1,49 ;1;Stefania Perrino;5;38;2;6;21/5/2011;4
;965;14/5/2011;1;2;Mesas;Global Adaptabilities Conference Tables;42; 446,00 ;37%;7%; 5.619,60 ; 17.456,43 ; 280,98 ; 35,67 ;2;Jas O'Carroll;4;15;2;4;21/5/2011;1
;967;20/6/2012;5;3;Maquinas de oficina;Sharp EL500L Fraction Calculator;6; 23,71 ;41%;3%; 54,06 ; 145,51 ; 13,99 ; 7,51 ;1;Maureen Gastineau;6;130;4;3;22/6/2012;3
;967;20/6/2012;5;1;Boligrafos;Panasonic KP-150 Electric Pencil Sharpener;42; 58,06 ;35%;1%; 829,12 ; 2.417,10 ; 37,74 ; 2,90 ;1;Maureen Gastineau;6;123;4;2;21/6/2012;3
;967;20/6/2012;5;2;Mesas;Hon Rectangular Conference Tables;48; 505,67 ;55%;1%; 13.106,88 ; 24.061,76 ; 227,55 ; 32,48 ;2;Maureen Gastineau;6;127;4;4;23/6/2012;1
;994;19/4/2009;1;1;Ligas;OIC Colored Binder Clips, Assorted Sizes;38; 6,88 ;48%;6%; 109,88 ; 247,55 ; 3,58 ; 1,63 ;1;Kelly Lampkin;4;19;2;5;23/4/2009;1
;995;30/5/2011;5;2;Mobiliario;Ultra Commercial Grade Dual Valve Door Closer;46; 81,41 ;51%;3%; 1.797,49 ; 3.635,47 ; 39,89 ; 3,04 ;1;Neola Schneider;1;85;3;5;31/5/2011;3
;998;25/11/2009;2;1;Sobres;"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes";16; 24,98 ;37%;7%; 119,92 ; 373,15 ; 15,74 ; 1,39 ;1;Allen Rosenblatt;1;96;1;6;26/11/2009;3
;999;4/9/2010;1;1;Organizadores;Fellowes Stor/Drawer Steel Plus Storage Drawers;6; 212,07 ;55%;8%; 598,03 ; 1.190,60 ; 95,43 ; 19,99 ;1;Max Jones;4;13;3;6;11/9/2010;4
;1027;2/6/2012;5;2;Librerias;Hon Metal Bookcases, Putty;19; 154,30 ;54%;4%; 1.465,89 ; 2.861,25 ; 70,98 ; 46,74 ;2;Hallie Redmond;2;31;3;4;4/6/2012;4
;1028;5/1/2009;3;3;Perifericos;Memorex 4.7GB DVD+RW, 3/Pack;6; 59,33 ;52%;3%; 174,44 ; 347,31 ; 28,48 ; 1,99 ;1;Matt Collins;2;25;4;2;6/1/2009;4
;1028;5/1/2009;3;3;Telefonos;Polyproplyene Holder;11; 321,86 ;36%;1%; 1.239,16 ; 3.511,04 ; 205,99 ; 5,99 ;1;Matt Collins;2;32;4;6;7/1/2009;2
;1031;31/8/2009;5;1;Carpetas;C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack;34; 14,16 ;55%;0%; 264,71 ; 486,48 ; 6,37 ; 5,19 ;1;Sanjit Jacobs;5;45;4;6;2/9/2009;2
;1057;19/2/2012;4;3;Perifericos;"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack";41; 16,59 ;49%;9%; 272,05 ; 622,53 ; 8,46 ; 3,62 ;1;Anthony Witt;4;22;2;2;21/2/2012;3
;1058;25/4/2010;5;3;Telefonos;T28 WORLD;3; 391,98 ;50%;7%; 505,65 ; 1.102,61 ; 195,99 ; 8,99 ;1;Jim Epp;7;48;1;6;26/4/2010;4
;1059;26/2/2009;4;1;Carpetas;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;22; 11,61 ;54%;2%; 132,80 ; 253,27 ; 5,34 ; 2,99 ;1;Sean O'Donnell;4;11;2;6;28/2/2009;3
;1059;26/2/2009;4;1;Carpetas;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";24; 63,05 ;35%;3%; 484,19 ; 1.475,18 ; 40,98 ; 7,47 ;1;Sean O'Donnell;4;3;2;6;27/2/2009;4
;1060;20/2/2010;5;1;Carpetas;Vinyl Sectional Post Binders;30; 75,40 ;50%;0%; 1.131,00 ; 2.264,99 ; 37,70 ; 2,99 ;1;Harold Dahlen;2;28;2;6;22/2/2010;3
;1088;20/5/2012;1;3;Perifericos;Microsoft Internet Keyboard;13; 32,26 ;35%;10%; 104,85 ; 383,96 ; 20,97 ; 6,50 ;1;Muhammed Yedwab;7;51;4;6;27/5/2012;2
;1095;21/8/2011;5;1;Papel;Xerox 1949;28; 8,89 ;44%;7%; 92,13 ; 236,29 ; 4,98 ; 4,72 ;1;Ed Braxton;6;141;4;6;23/8/2011;3
;1127;18/9/2011;2;2;Mobiliario;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";48; 179,00 ;38%;1%; 3.179,04 ; 8.520,07 ; 110,98 ; 13,99 ;1;Stuart Calhoun;4;11;4;3;19/9/2011;2
;1154;14/2/2012;4;2;Librerias;Hon 4-Shelf Metal Bookcases;44; 168,30 ;40%;4%; 2.665,87 ; 7.135,21 ; 100,98 ; 26,22 ;2;Sylvia Foulston;1;83;3;4;16/2/2012;3
;1154;14/2/2012;4;2;Mesas;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;11; 145,65 ;51%;25%; 416,57 ; 1.270,64 ; 71,37 ; 69,00 ;1;Sylvia Foulston;1;94;3;1;16/2/2012;1
;1154;14/2/2012;4;1;Accesorios;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;7; 110,89 ;36%;1%; 271,68 ; 771,97 ; 70,97 ; 3,50 ;3;Thea Hendricks;7;68;3;6;15/2/2012;3
;1154;14/2/2012;4;1;Etiquetas;Avery 493;23; 9,44 ;48%;2%; 99,90 ; 213,33 ; 4,91 ; 0,50 ;1;Thea Hendricks;5;44;3;6;16/2/2012;1
;1185;23/8/2012;1;1;Papel;Xerox 194;7; 102,74 ;46%;9%; 266,10 ; 668,76 ; 55,48 ; 14,30 ;1;Ionia McGrath;7;48;3;6;27/8/2012;3
;1187;19/11/2012;5;3;Perifericos;Logitech Access Keyboard;14; 34,00 ;53%;5%; 228,48 ; 456,20 ; 15,98 ; 4,00 ;1;Guy Armstrong;7;56;2;6;20/11/2012;1
;1189;8/4/2009;4;1;Sobres;Grip Seal Envelopes;27; 6,91 ;36%;0%; 67,13 ; 191,46 ; 4,42 ; 4,99 ;1;Aaron Smayling;5;35;1;6;9/4/2009;3
;1191;6/11/2011;5;2;Mesas;"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf";35; 155,08 ;35%;8%; 1.465,48 ; 5.053,48 ; 100,80 ; 60,00 ;2;Karl Brown;5;43;3;7;7/11/2011;3
;1217;25/4/2012;2;3;Perifericos;Memorex 4.7GB DVD+RW, 3/Pack;25; 54,77 ;48%;7%; 561,38 ; 1.275,37 ; 28,48 ; 1,99 ;1;Sung Shariari;3;117;2;2;26/4/2012;3
;1218;19/6/2009;2;1;Accesorios;Holmes Odor Grabber;3; 27,21 ;47%;10%; 30,20 ; 80,21 ; 14,42 ; 6,75 ;1;Craig Carroll;4;14;2;3;22/6/2009;3
;1221;18/4/2012;2;1;Carpetas;Avery Printable Repositionable Plastic Tabs;1; 17,55 ;51%;6%; 7,90 ; 22,69 ; 8,60 ; 6,19 ;1;Lela Donovan;2;27;2;6;18/4/2012;3
;1221;18/4/2012;2;1;Carpetas;GBC DocuBind TL300 Electric Binding System;11; 1.470,48 ;39%;3%; 5.823,08 ; 15.709,96 ; 896,99 ; 19,99 ;1;Lela Donovan;2;31;2;6;20/4/2012;4
;1221;18/4/2012;2;1;Carpetas;Storex DuraTech Recycled Plastic Frosted Binders;16; 8,65 ;51%;8%; 59,53 ; 132,78 ; 4,24 ; 5,41 ;1;Lela Donovan;2;31;2;6;20/4/2012;2
;1222;4/2/2010;5;1;Papel;Xerox 1981;48; 8,80 ;40%;8%; 135,17 ; 394,18 ; 5,28 ; 5,57 ;1;Nicole Brennan;2;28;3;6;4/2/2010;1
;1253;25/1/2010;4;1;Organizadores;Fellowes Bankers Box Stor/Drawer Steel Plus;15; 51,58 ;38%;5%; 255,32 ; 741,74 ; 31,98 ; 6,72 ;1;Tanja Norvell;3;110;4;6;25/1/2010;2
;1280;10/1/2010;1;3;Perifericos;Microsoft Internet Keyboard;40; 43,69 ;52%;5%; 821,33 ; 1.666,63 ; 20,97 ; 6,50 ;1;Harold Dahlen;2;26;2;6;10/1/2010;3
;1282;27/2/2012;2;3;Perifericos;Memorex 4.7GB DVD-RAM, 3/Pack;26; 50,44 ;37%;0%; 485,28 ; 1.313,55 ; 31,78 ; 1,99 ;1;Emily Grady;2;28;3;2;29/2/2012;4
;1282;27/2/2012;2;1;Boligrafos;Prang Drawing Pencil Set;10; 4,41 ;37%;1%; 15,89 ; 45,03 ; 2,78 ; 1,34 ;1;Emily Grady;2;25;3;5;29/2/2012;3
;1285;31/5/2012;4;2;Librerias;O'Sullivan Elevations Bookcase, Cherry Finish;27; 278,68 ;53%;0%; 3.987,92 ; 7.579,12 ; 130,98 ; 54,74 ;2;Sally Matthias;7;62;2;4;31/5/2012;2
;1285;31/5/2012;4;2;Mesas;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;8; 370,76 ;41%;5%; 1.067,80 ; 2.887,44 ; 218,75 ; 69,64 ;2;Sally Matthias;7;74;2;4;1/6/2012;3
;1286;13/5/2010;2;1;Carpetas;Wilson Jones Impact Binders;46; 7,97 ;35%;5%; 109,98 ; 354,00 ; 5,18 ; 5,74 ;1;Lena Creighton;4;23;3;6;14/5/2010;4
;1286;13/5/2010;2;3;Telefonos;Accessory20;14; 136,49 ;37%;6%; 592,38 ; 1.799,54 ; 85,99 ; 3,30 ;1;Lena Creighton;4;6;3;2;15/5/2010;3
;1287;4/7/2009;3;2;Mobiliario;Eldon Antistatic Chair Mats for Low to Medium Pile Carpets;39; 206,45 ;49%;6%; 3.462,18 ; 7.578,61 ; 105,29 ; 10,12 ;1;Mitch Willingham;3;115;2;1;6/7/2009;1
;1313;12/9/2009;4;1;Papel;Xerox 1973;34; 46,61 ;51%;0%; 808,26 ; 1.601,74 ; 22,84 ; 16,92 ;1;Sally Matthias;7;48;3;6;14/9/2009;4
;1314;12/5/2009;5;1;Papel;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";4; 19,31 ;52%;0%; 40,17 ; 81,64 ; 9,27 ; 4,39 ;1;Justin Knight;2;27;2;5;14/5/2009;2
;1317;18/5/2011;3;1;Carpetas;Fellowes Binding Cases;44; 18,00 ;35%;6%; 229,68 ; 750,11 ; 11,70 ; 5,63 ;1;Janet Lee;3;104;4;6;20/5/2011;2
;1317;18/5/2011;3;1;Papel;Xerox 1922;40; 8,03 ;38%;8%; 96,39 ; 303,03 ; 4,98 ; 7,44 ;1;Janet Lee;3;105;4;6;19/5/2011;4
;1317;18/5/2011;3;1;Papel;Xerox 1981;29; 11,73 ;55%;6%; 166,73 ; 325,42 ; 5,28 ; 5,57 ;1;Janet Lee;3;110;4;6;20/5/2011;1
;1344;15/4/2012;1;3;Telefonos;g520;15; 131,98 ;50%;6%; 871,07 ; 1.866,18 ; 65,99 ; 5,26 ;1;Jim Radford;1;85;2;6;22/4/2012;2
;1344;15/4/2012;1;3;Telefonos;LX 788;18; 278,55 ;44%;1%; 2.156,00 ; 4.972,81 ; 155,99 ; 8,99 ;1;Jim Radford;1;93;2;6;19/4/2012;4
;1345;27/10/2012;1;2;Librerias;Bush Westfield Collection Bookcases, Fully Assembled;24; 183,60 ;45%;8%; 1.630,37 ; 4.089,73 ; 100,98 ; 35,84 ;2;Ritsa Hightower;4;21;2;4;31/10/2012;2
;1346;17/6/2012;3;2;Librerias;Hon 4-Shelf Metal Bookcases;48; 214,85 ;53%;9%; 4.537,65 ; 9.410,91 ; 100,98 ; 26,22 ;2;Theone Pippenger;7;70;2;4;19/6/2012;2
;1382;16/8/2010;1;3;Telefonos;Accessory37;5; 34,98 ;40%;6%; 59,47 ; 166,92 ; 20,99 ; 2,50 ;1;Corey Catlett;7;48;3;5;20/8/2010;4
;1382;16/8/2010;1;1;Carpetas;Ibico Presentation Index for Binding Systems;39; 6,98 ;43%;6%; 100,76 ; 261,24 ; 3,98 ; 5,26 ;1;Corey Catlett;7;76;3;6;23/8/2010;1
;1382;16/8/2010;1;2;Librerias;Bush Cubix Collection Bookcases, Fully Assembled;31; 339,97 ;35%;2%; 3.477,89 ; 10.392,93 ; 220,98 ; 64,66 ;2;Corey Catlett;7;60;3;4;23/8/2010;4
;1383;26/4/2010;3;1;Organizadores;Deluxe Rollaway Locking File with Drawer;43; 729,61 ;43%;7%; 11.294,43 ; 29.188,64 ; 415,88 ; 11,37 ;1;Frank Merwin;2;29;4;6;27/4/2010;1
;1411;20/12/2009;3;2;Librerias;Rush Hierlooms Collection Rich Wood Bookcases;39; 292,69 ;45%;9%; 4.109,38 ; 10.422,62 ; 160,98 ; 35,02 ;2;Ed Jacobs;7;79;1;4;21/12/2009;2
;1411;20/12/2009;3;3;Telefonos;Polyproplyene Holder;47; 308,75 ;43%;9%; 4.933,90 ; 13.210,42 ; 175,99 ; 4,99 ;1;Ed Jacobs;6;128;1;6;22/12/2009;2
;1412;12/3/2010;2;1;Etiquetas;Avery 52;13; 6,71 ;45%;10%; 30,53 ; 79,00 ; 3,69 ; 0,50 ;3;Carlos Soltero;1;82;4;6;14/3/2010;4
;1412;12/3/2010;2;1;Ligas;Plymouth Boxed Rubber Bands by Plymouth;21; 9,61 ;51%;5%; 92,85 ; 192,46 ; 4,71 ; 0,70 ;1;Carlos Soltero;1;99;4;5;14/3/2010;1
;1414;15/8/2011;4;2;Mesas;Balt Solid Wood Rectangular Table;44; 164,83 ;36%;7%; 2.103,21 ; 6.786,41 ; 105,49 ; 41,64 ;2;Carol Darley;2;27;1;4;15/8/2011;4
;1440;9/8/2011;1;2;Mobiliario;"Executive Impressions 12"" Wall Clock";41; 33,34 ;47%;1%; 628,79 ; 1.362,25 ; 17,67 ; 8,99 ;1;Stefanie Holloman;3;105;1;2;11/8/2011;1
;1444;5/12/2009;5;1;Papel;Xerox 1984;2; 10,29 ;37%;2%; 7,20 ; 28,90 ; 6,48 ; 8,74 ;1;Noel Staavos;7;72;3;6;7/12/2009;4
;1444;5/12/2009;5;3;Copiadoras;Canon PC1060 Personal Laser Copier;32; 1.346,13 ;48%;6%; 18.092,05 ; 40.516,22 ; 699,99 ; 24,49 ;3;Noel Staavos;7;59;3;1;7/12/2009;1
;1444;5/12/2009;5;1;Organizadores;Advantus Rolling Storage Box;24; 38,11 ;55%;2%; 484,77 ; 901,33 ; 17,15 ; 4,96 ;1;Noel Staavos;5;47;3;6;7/12/2009;3
;1444;5/12/2009;5;1;Papel;Xerox 1979;25; 55,32 ;44%;7%; 511,72 ; 1.294,96 ; 30,98 ; 8,74 ;1;Noel Staavos;4;11;3;6;6/12/2009;1
;1444;5/12/2009;5;3;Maquinas de oficina;Okidata ML395C Color Dot Matrix Printer;13; 2.775,80 ;51%;4%; 16.960,11 ; 34.656,63 ; 1.360,14 ; 14,70 ;2;Noel Staavos;4;9;3;7;8/12/2009;4
;1445;9/1/2011;5;1;Carpetas;GBC DocuBind 200 Manual Binding Machine;3; 935,51 ;55%;0%; 1.543,59 ; 2.826,52 ; 420,98 ; 19,99 ;1;Shahid Shariari;2;32;2;6;12/1/2011;3
;1445;9/1/2011;5;1;Boligrafos;Staples SlimLine Pencil Sharpener;30; 21,00 ;43%;8%; 220,50 ; 585,41 ; 11,97 ; 5,81 ;1;Shahid Shariari;2;29;2;2;11/1/2011;1
;1447;14/10/2012;3;3;Telefonos;SC-3160;40; 109,98 ;40%;7%; 1.451,78 ; 4.100,37 ; 65,99 ; 8,99 ;1;Barry Gonzalez;5;44;4;6;17/10/2012;2
;1504;27/8/2012;5;3;Perifericos;TDK 4.7GB DVD-R;31; 17,88 ;44%;8%; 199,49 ; 511,79 ; 10,01 ; 1,99 ;1;Maribeth Schnelling;7;76;2;2;28/8/2012;3
;1507;13/10/2010;5;3;Perifericos;Adesso Programmable 142-Key Keyboard;29; 293,23 ;48%;9%; 3.316,44 ; 7.742,36 ; 152,48 ; 4,00 ;1;Harold Ryan;4;7;3;6;15/10/2010;4
;1537;14/2/2012;2;1;Carpetas;Peel & Stick Add-On Corner Pockets;5; 3,79 ;43%;7%; 6,82 ; 23,67 ; 2,16 ; 6,05 ;1;Grant Thornton;5;39;2;6;14/2/2012;2
;1538;17/6/2011;2;3;Telefonos;T60;15; 165,50 ;42%;0%; 1.042,65 ; 2.487,40 ; 95,99 ; 4,90 ;1;Ted Trevino;4;11;2;6;18/6/2011;2
;1539;9/3/2011;1;1;Carpetas;"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""";33; 26,65 ;40%;10%; 263,84 ; 804,69 ; 15,99 ; 13,18 ;1;Carl Ludwig;1;89;2;6;11/3/2011;3
;1539;9/3/2011;1;3;Perifericos;"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack";38; 10,63 ;54%;5%; 197,94 ; 388,69 ; 4,89 ; 4,93 ;1;Carl Ludwig;1;87;2;2;14/3/2011;2
;1540;4/8/2012;3;1;Boligrafos;Newell 335;30; 4,65 ;38%;9%; 40,41 ; 127,51 ; 2,88 ; 0,70 ;1;Don Miller;1;100;3;5;6/8/2012;3
;1542;14/9/2010;5;1;Accesorios;Belkin Premiere Surge Master II 8-outlet surge protector;47; 78,35 ;38%;6%; 1.178,46 ; 3.465,71 ; 48,58 ; 3,99 ;1;Linda Southworth;3;120;4;6;16/9/2010;1
;1542;14/9/2010;5;1;Organizadores;Steel Personal Filing/Posting Tote;13; 58,21 ;39%;8%; 234,60 ; 702,54 ; 35,51 ; 6,31 ;1;Linda Southworth;3;112;4;6;16/9/2010;1
;1573;27/12/2012;3;2;Tapetes;Global Push Button Manager's Chair, Indigo;13; 96,65 ;37%;9%; 351,81 ; 1.175,79 ; 60,89 ; 32,41 ;2;Lena Radford;4;12;1;7;29/12/2012;3
;1575;12/9/2011;5;1;Papel;Rediform S.O.S. Phone Message Books;26; 10,38 ;52%;5%; 126,78 ; 257,06 ; 4,98 ; 0,80 ;1;Dave Poirier;6;133;1;5;14/9/2011;3
;1575;12/9/2011;5;3;Telefonos;Polyproplyene Holder;10; 137,48 ;52%;8%; 604,91 ; 1.270,07 ; 65,99 ; 5,26 ;1;Dave Poirier;6;130;1;6;14/9/2011;1
;1600;2/3/2010;5;2;Mobiliario;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;32; 21,44 ;55%;10%; 308,80 ; 623,82 ; 9,65 ; 6,22 ;1;Liz MacKendrick;4;4;2;6;4/3/2010;2
;1600;2/3/2010;5;1;Papel;Xerox 1922;36; 11,07 ;55%;4%; 203,18 ; 389,90 ; 4,98 ; 7,44 ;1;Liz MacKendrick;4;17;2;6;3/3/2010;1
;1604;16/7/2010;1;2;Mobiliario;Nu-Dell Executive Frame;47; 25,28 ;50%;0%; 594,08 ; 1.193,14 ; 12,64 ; 4,98 ;1;Rick Wilson;3;108;4;2;16/7/2010;3
;1637;7/2/2011;2;1;Organizadores;Belkin OmniView SE Rackmount Kit;36; 63,36 ;44%;10%; 775,49 ; 2.087,77 ; 35,48 ; 35,00 ;3;Aleksandra Gannaway;6;138;2;1;7/2/2011;4
;1637;7/2/2011;2;3;Perifericos;US Robotics 56K V.92 External Faxmodem;10; 161,27 ;38%;7%; 499,95 ; 1.519,84 ; 99,99 ; 19,99 ;1;Aleksandra Gannaway;6;141;2;6;7/2/2011;3
;1637;7/2/2011;2;1;Boligrafos;Boston School Pro Electric Pencil Sharpener, 1670;47; 65,91 ;53%;8%; 1.394,10 ; 2.859,15 ; 30,98 ; 8,99 ;1;Aleksandra Gannaway;6;125;2;2;9/2/2011;4
;1639;19/8/2011;2;1;Papel;Strathmore Photo Mount Cards;24; 11,89 ;43%;9%; 97,06 ; 265,96 ; 6,78 ; 6,18 ;1;Sean Christensen;4;22;3;6;20/8/2011;1
;1665;7/5/2009;3;3;Telefonos;Accessory35;26; 73,45 ;51%;5%; 878,45 ; 1.815,29 ; 35,99 ; 1,10 ;1;John Lucas;4;6;2;6;9/5/2009;2
;1666;17/10/2011;4;1;Carpetas;GBC ProClick 150 Presentation Binding System;19; 596,19 ;47%;9%; 4.304,48 ; 10.328,09 ; 315,98 ; 19,99 ;3;Nona Balk;3;114;2;6;19/10/2011;3
;1699;29/12/2010;4;1;Sobres;#10 Self-Seal White Envelopes;40; 22,63 ;51%;5%; 416,44 ; 865,29 ; 11,09 ; 5,25 ;1;Art Ferguson;7;48;2;6;23/3/2011;4
